,시설명,분류,시군구 명칭,위도,경도,지번주소,전화번호,홈페이지,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,장애인용 출입문,휠체어 대여 가능 여부,장애인 화장실 유무,장애인 전용 주차장 여부,대형주차장 가능여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부,오디오 가이드(한국어)
1320,국립대전현충원국가유공자묘역,2,129,36.37570262,127.287736,대전광역시 유성구 갑동 산 1,042-718-7114,www.dnc.go.kr/html/kr/index.html,연중무휴,"하절기(3월-10월) 06:00-18:00, 동절기(11월-2월) 07:00-18:00",1,0,1,1,1,1,1,1,1,1
1321,국립대한민국임시정부기념관,2,11,37.57599973,126.954417,서울특별시 서대문구 현저동 산 5-5,02-772-8708,www.nmkpg.go.kr/main,"월요일(월요일이 공휴일인 경우 공휴일 다음 첫 번째 평일), 공휴일",오전 10시-오후 6시 (입장시간: 관람 종료 1시간 전에 입장 마감),0,1,1,1,1,1,0,1,1,1
1322,국립덕유산자연휴양림,5,80,35.90581308,127.81421,전라북도 무주군 무풍면 삼거리 산 1-7,063-322-1097,www.foresttrip.go.kr/indvz/main.do?hmpgId=0141,매주 화요일,09:00-18:00,0,1,0,0,0,1,1,0,0,0
1323,국립두타산자연휴양림,5,99,37.55979579,128.576053,강원도 평창군 진부면 수항리 산 10,033-334-8815,www.foresttrip.go.kr/indvz/main.do?hmpgId=0243,매주 화요일,"[숙박시설] 당일 15:00-익일 11:00, [일일개장] 09:00-18:00",1,0,1,0,1,1,0,1,1,0
1324,국립등대박물관,2,42,36.07783791,129.568256,경상북도 포항시 남구 호미곶면 대보리 221,054-284-4857,www.lighthouse-museum.or.kr,매주 월요일,화-일 09:00-18:00,1,0,1,1,1,1,0,1,1,1
1325,국립무형유산원,2,115,35.80983823,127.158913,전라북도 전주시 완산구 동서학동 896-1,02-3703-9200,www.much.go.kr/,공휴일,"개장시간 : 10:00-18:00 (월/화/목/금/일), 야간 개장시간 : 10:00-21:00 (수/토), 입장시간 : 관람 종료 30분 전까지 가능",1,0,0,0,1,0,0,1,0,0
1326,국립미천골자연휴양림,5,95,37.94273739,128.521544,강원도 양양군 서면 미천리 산 5,033-673-1806,www.foresttrip.go.kr/0112/,매주 화요일,09:00-18:00,1,1,1,0,1,1,0,1,0,0
1327,국립민속박물관,2,2,37.78666956,126.693918,경기도 파주시 탄현면 법흥리 1631-3,031-580-5800,www.nfm.go.kr/home/subIndex/1241.do,"매주 월요일, 공휴일",매일 10:00-18:00,1,0,1,1,1,1,1,1,1,0
1328,국립민속박물관,2,1,37.57590409,126.976842,서울특별시 종로구 세종로 1-1,02-3704-3114,www.nfm.go.kr/home/index.do,"매주 월요일, 공휴일",09:00-18:00,0,1,1,1,1,1,1,1,1,1
1329,국립밀양기상과학관,2,192,35.50214408,128.760634,경상남도 밀양시 교동 480-8,055-981-7370,science.kma.go.kr/science/,매주 월요일,화-일 10:00-17:30,1,0,1,1,1,1,1,1,1,1
1330,국립방태산자연휴양림,5,136,37.92224401,128.39968,강원도 인제군 기린면 방동리 산 282-1,033-463-8590,www.foresttrip.go.kr/indvz/main.do?hmpgId=0109,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1331,국립백두대간수목원,5,215,37.0081251,128.829964,경상북도 봉화군 춘양면 서벽리 485,054-679-1000,www.bdna.or.kr/main/main.do,"매주 월요일, 공휴일","하절기(3월-10월)09:00-18:00(입장마감 17:00), 동절기(11월-2월)09:00-17:00(입장마감 16:00)",1,0,1,1,1,1,1,1,0,1
1332,국립백운산자연휴양림,5,48,37.27106251,127.941454,강원도 원주시 판부면 서곡리 1742-2,033-766-1063,www.foresttrip.go.kr/indvz/main.do?hmpgId=0223,"매주 화요일, 성수기 제외","[휴양림] 09:00-18:00, [숙박시설] 당일 15:00-익일 11:00",1,0,0,0,1,1,0,1,0,1
1333,국립변산자연휴양림,5,143,35.58287773,126.523729,전라북도 부안군 변산면 도청리 산 1-147,063-581-9977,www.foresttrip.go.kr/indvz/main.do?hmpgId=0189,매주 화요일,09:00-18:00,1,0,0,0,0,1,1,1,0,0
1334,국립변산자연휴양림숲속의집,5,143,35.58287773,126.523729,전라북도 부안군 변산면 도청리 산 1-147,063-581-9977,www.foresttrip.go.kr/indvz/main.do?hmpgId=0189,매주 화요일,09:00-18:00,1,0,0,0,0,0,0,0,0,0
1335,국립복주산자연휴양림,5,161,38.14375719,127.473252,강원도 철원군 근남면 잠곡리 산 133-1,033-458-9426,www.foresttrip.go.kr/indvz/main.do?hmpgId=0110,매주 화요일,"매일 09:00-18:00 일일개장, 매일 15:00-12:00 숙박시설",0,1,1,0,1,1,1,1,1,0
1336,국립부산과학관,2,49,35.20442158,129.2126,부산광역시 기장군 기장읍 석산리 293,051-750-2300,www.sciport.or.kr/kor/Main.do,"매주 월요일, 공휴일",09:30-17:30 (입장 마감시간 16:30),0,1,1,1,1,1,1,1,1,1
1337,국립부산국악원,1,72,35.17145978,129.05413,부산광역시 부산진구 연지동 219-2,051-811-0114,busan.gugak.go.kr/main.do,"매주 일요일, 월요일, 공휴일",화-토 오전 9:00-오후 6:00,1,0,1,1,1,1,1,1,1,0
1338,국립부여박물관,2,207,36.27564277,126.917893,충청남도 부여군 부여읍 동남리 산 16-1,041-833-8562,buyeo.museum.go.kr/contents/siteMain.do,매주 월요일,오전 9시-오후 6시,1,0,1,1,1,1,1,0,1,1
1339,국립산림과학원 산림과학관,2,141,37.5940106,127.044831,서울특별시 동대문구 청량리동 207,02-961-2526,nifos.forest.go.kr/,"매주 월요일, 공휴일","학습목적 학교단체 관람: 화요일-금요일, 개인 및 일반단체 관람: 토요일-일요일 하절기(10:00-17:00) / 동절기(10:00-16:00)",0,1,1,0,0,1,0,1,0,0
1340,국립산림과학원홍릉수목원,5,141,37.5940106,127.044831,서울특별시 동대문구 청량리동 207,02-961-2777,https://url.kr/xredn1,"매주 월요일, 공휴일","평일 10:30-15:30 3월-11월(화-금)-숲해설(10시30분,13시30분,15시30분), 주말 09:00-18:00 3월-10월(하절기)-자유관람, 주말 09:00-17:00 11월-2월(동절기)-자유관람, 주말 10:30-14:00 3월-11월-숲해설(10시30분,14시)",0,0,1,1,1,0,0,1,1,1
1341,국립산림치유원 마실치유숲길,5,6,36.85241106,128.471285,경상북도 영주시 봉현면 두산리 1171-1,054-639-3400,daslim.fowi.or.kr/,연중무휴,상시개방,1,0,1,1,0,1,1,0,1,0
1342,국립산림치유원 산림치유문화센터,5,6,36.85777368,128.472578,경상북도 영주시 봉현면 두산리 1330,054-639-3400,daslim.fowi.or.kr/,상시변동,"개인 및 단체예약 여부, 프로그램에 따라 다름",1,0,1,1,1,1,1,0,1,1
1343,국립산악박물관,2,180,38.2027321,128.540497,강원도 속초시 노학동 735-3,033-638-4459,www.forest.go.kr/newkfsweb/kfs/idx/SubIndex.do?orgId=nmm&mn=KFS_37,"매주 월요일, 공휴일",09:00-18:00,1,0,1,1,1,1,1,1,1,0
1344,국립삼봉자연휴양림,5,50,37.85759285,128.463836,강원도 홍천군 내면 광원리 산 197-1,033-435-8536,www.foresttrip.go.kr/indvz/main.do?hmpgId=0107,매주 화요일,15:00-익일 11:00,0,1,0,0,0,0,0,1,0,0
1345,국립생태원,5,91,36.03697132,126.720112,충청남도 서천군 마서면 송내리 223-3,정보없음,정보없음,"매주 월요일, 공휴일","일반관람시간 : 09:30-18:00, 춘추·하절기(3월-10월) 09:30-18:00, 동절기(11월-2월) 09:30-17:00",1,0,1,1,1,1,1,1,1,1
1346,국립세계문자박물관(2023년예정),2,82,37.39462527,126.638108,인천광역시 연수구 송도동 24-8,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1347,국립세종수목원,5,171,36.49809616,127.285789,세종특별자치시 세종특별자치시동 114-480,044-251-0001,www.sjna.or.kr/main/main.do,매주 월요일,"하절기(3-10월) 09:00-18:00, 동절기(11-2월) 09:00-17:00",1,0,1,1,1,1,1,1,1,1
1348,국립소방박물관(2024년1월예정),2,202,37.46347051,126.847202,경기도 광명시 광명동 산 127,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1349,국립속리산말티재자연휴양림,5,209,36.49015676,127.78225,충청북도 보은군 장안면 장재리 산 5-1,정보없음,정보없음,정보없음,정보없음,0,0,1,0,0,0,0,1,0,0
1350,국립수목원산림박물관,2,28,37.75624231,127.165665,경기도 포천시 소흘읍 직동리 산 50-18,031-540-2000,kna.forest.go.kr/kfsweb/kfs/subIdx/Index.do?mn=UKNA,"매주 월요일, 공휴일","하절기(4월-10월) 9:00-18:00(입장마감 17:00), 동절기(11월-3월) 9:00-17:00(입장마감 16:00)",1,1,1,1,1,1,1,1,1,0
1351,국립수산과학원수산과학관,2,49,35.19109529,129.222284,부산광역시 기장군 기장읍 시랑리 408-1,051-720-3061,https://url.kr/yp5jdr,매주 월요일,화-일 09:30-17:30,1,0,1,1,1,1,1,1,0,0
1352,국립신시도자연휴양림,5,177,35.82813895,126.446765,전라북도 군산시 옥도면 신시도리 산 17-1,063-464-5580,www.foresttrip.go.kr/indvz/main.do?hmpgId=0301,매주 화요일,09:00-18:00,0,1,0,0,0,1,0,0,0,0
1353,국립아세안자연휴양림,5,43,37.77382329,126.942178,경기도 양주시 백석읍 기산리 산 103-1,031-871-2796,	www.foresttrip.go.kr/indvz/main.do?hmpgId=0104,매주 화요일,09:00-18:00,1,0,1,0,1,1,1,1,0,0
1354,국립아시아문화전당홍보관,2,38,35.1470573,126.920031,광주광역시 동구 광산동 113,1899-5566,www.acc.go.kr/main/index.do,"매주 월요일, 공휴일",내부시설 : 10:00-18:00 외부시설 06:00-22:00 (동절기 07시),1,0,0,0,1,1,0,0,0,0
1355,국립안전해양박물관(2024년1월예정),2,12,37.46995053,126.596478,인천광역시 중구 북성동1가 106-8,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1356,국립약용식물원,5,69,36.94537752,127.751,충청북도 음성군 소이면 비산리 353,043-871-5575,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1357,국립양평치유의숲,5,57,37.46118659,127.71813,경기도 양평군 양동면 매월리 산 27,031-8079-7946,www.fowi.or.kr/,연중무휴,09:00-18:00,1,1,1,0,1,1,1,1,0,0
1358,국립어린이과학관,2,1,37.58203191,126.997016,서울특별시 종로구 와룡동 2-70,02-3668-3350,www.csc.go.kr/index.do,"매주 월요일, 공휴일",관람시간 오전 9:30-오후 5:30,0,0,1,1,1,0,0,1,0,1
1359,국립여성사전시관,2,5,37.63581557,126.834035,경기도 고양시 덕양구 화정동 964,031-819-2288,eherstory.mogef.go.kr/,매주 일요일,"월-토, 10:00-18:00",1,0,1,0,1,1,1,1,1,1
1360,국립여수해양기상과학관(2023년12월예정),2,15,34.74735807,127.747311,전라남도 여수시 공화동 1492-2,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1361,국립예산치유의숲,5,167,36.70322867,126.859562,충청남도 예산군 예산읍 관작리 산 11-3,041-330-0900,정보없음,정보없음,정보없음,1,0,1,0,1,1,1,1,1,1
1362,국립예술단공연연습장,1,109,37.4802402,127.014215,서울특별시 서초구 서초동 700,정보없음,정보없음,정보없음,정보없음,1,0,1,1,1,1,1,1,1,1
1363,국립용지봉자연휴양림,5,73,35.18573717,128.775949,경상남도 김해시 대청동 산 63-2,055-326-0133,www.foresttrip.go.kr/indvz/main.do?hmpgId=0302,매주 화요일,[일일개장] 09시-18시,1,1,1,0,1,1,0,1,1,0
1364,국립용현자연휴양림,5,178,36.74349806,126.609582,충청남도 서산시 운산면 용현리 산 4,정보없음,정보없음,성수기(7~8월)를 제외환 매주 화요일은 휴무,09:00-18:00,1,0,1,0,1,1,0,1,0,0
1365,국립운문산자연휴양림,5,81,35.64834675,129.026208,경상북도 청도군 운문면 신원리 산 29-6,054-373-1327,www.foresttrip.go.kr/indvz/main.do?hmpgId=0195,연중무휴,상시개방,1,1,1,0,1,1,1,1,1,0
1366,국립운장산자연휴양림,5,59,35.89924607,127.42111,전라북도 진안군 정천면 갈용리 산 183,063-432-1193,www.foresttrip.go.kr/indvz/main.do?hmpgId=0194,연중무휴,09:00-18:00,1,0,0,0,0,0,0,0,0,0
1367,국립원예특작과학원사과역사관,2,157,36.2753247,128.463467,경상북도 군위군 소보면 위성리 286,054-380-3000,www.nihhs.go.kr/,"매주 토요일, 일요일, 공휴일",9시-6시,1,1,1,0,1,1,1,1,0,1
1368,국립인천해양박물관(2024년1월예정),2,12,37.47014308,126.600271,인천광역시 중구 북성동1가 102-2,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1369,국립자연휴양림관리소,5,10,37.59293986,127.491057,경기도 가평군 설악면 가일리 산 35,031-589-5487,www.foresttrip.go.kr/indvz/main.do?hmpgId=0101,매주 화요일,"매일 09:00-18:00 일일개장 이용시간, 매일 15:00-12:00 숙박시설 이용시간",0,1,1,0,1,1,1,1,0,0
1370,국립장성숲체원,5,216,35.44405218,126.751405,전라남도 장성군 북이면 죽청리 산 70-1,061-399-1800,jangseong.fowi.or.kr,연중무휴,09:00-18:00,0,0,0,1,1,1,1,0,0,0
1371,국립전북기상과학관,2,211,35.56380732,126.838225,전라북도 정읍시 상평동 산 15-16,063-538-0665,science.kma.go.kr/jbsci/,"매주 월요일, 공휴일","주간(매주 화-일요일) 10:00-17:30 (매표마감 17:00), 야간(매주 수,금,토요일) 19:30-21:00 (하절기 4월-10월), 19:00-20:30 (동절기 11월-3월)",1,0,1,0,1,1,0,0,0,0
1372,국립전사박물관,2,51,36.06055906,127.064786,전라북도 익산시 낭산면 석천리 47-30,063-836-9600,www.army.mil.kr/museum/,"매주 월요일, 공휴일","평일 09:00-16:00, 주말 10:00-16:00",0,0,1,0,0,0,0,0,0,0
1373,국립전주박물관,2,115,35.80103866,127.088374,전라북도 전주시 완산구 효자동2가 900,063-223-5651,jeonju.museum.go.kr/,공휴일,10:00-18:00 입장마감 17:30,1,0,0,0,1,1,0,1,0,0
1374,국립정동극장,1,23,35.8322527,129.288867,경상북도 경주시 천군동 130,0507-1390-3800,www.jeongdong.or.kr/portal/main/main.do,"매주 월요일, 화요일, 공휴일",1:00,1,0,1,1,1,1,1,1,1,0
1375,국립정동극장세실,1,12,37.56672262,126.976533,서울특별시 중구 정동 3-7,02-751-1500,www.jeongdong.or.kr/portal/main/main.do,"매주 토요일, 일요일, 공휴일",월-금 오전 9시-오후6시,0,0,1,1,0,0,0,1,1,0
1376,국립제주박물관,2,45,33.51379671,126.54791,제주특별자치도 제주시 건입동 261,064-720-8000,jeju.museum.go.kr/html/kr/index.html,"매주 월요일, 공휴일",09:00-18:00 (입장마감 : 17:30),1,0,1,1,1,1,0,1,1,0
1377,국립제천치유의숲,5,113,37.01281117,128.244707,충청북도 제천시 청풍면 학현리 산 18-93,정보없음,정보없음,정보없음,정보없음,1,0,1,0,1,0,0,1,0,0
1378,국립중앙과학관,2,129,36.3771312,127.37499,대전광역시 유성구 구성동 32-2,042-601-7979,www.science.go.kr/,"매주 월요일, 공휴일",오전 9시 30분-오후 5시 50분,0,1,1,1,1,1,1,1,1,1
1379,국립중앙과학관어린이과학관,2,129,36.3771312,127.37499,대전광역시 유성구 구성동 32-2,042-601-7979,www.science.go.kr/,"매주 월요일, 공휴일",오전 9:30-오후 17:50 (매표마감 17:00),0,1,1,1,1,1,1,1,1,1
1380,국립중앙박물관,2,135,37.52470224,126.97774,서울특별시 용산구 용산동6가 168-6,02-2077-9000,www.museum.go.kr/site/main/home,공휴일,"월, 화, 목, 금, 일요일: 10:00-18:00 (입장 마감: 17:30), 수, 토요일: 10:00-21:00 (입장 마감: 20:30)",1,0,1,1,1,1,1,1,0,1
1381,국립중앙박물관국립한글박물관,2,135,37.5210688,126.980486,서울특별시 용산구 용산동6가 168-6,02-2124-6200,www.hangeul.go.kr/main.do,공휴일,"관람 시간 월-금, 일요일 10:00-18:00, 토요일 10:00-21:00",0,1,1,1,1,1,1,1,1,1
1382,국립중앙청소년수련원생활관,1,183,36.78628693,127.228757,충청남도 천안시 동남구 목천읍 교촌리 232-4,041-620-7700,nyc.kywa.or.kr/main/main.jsp,정보없음,정보없음,1,0,1,0,0,1,1,0,0,0
1383,국립지리산자연휴양림,5,217,35.34644465,127.643004,경상남도 함양군 마천면 삼정리 산 161,055-963-8133,www.foresttrip.go.kr/indvz/main.do?hmpgId=0190,매주 화요일,09:00-18:00,1,1,0,0,1,1,0,1,1,0
1384,국립진도자연휴양림,5,47,34.3575367,126.186439,전라남도 진도군 임회면 굴포리 산 2,061-542-2346,www.foresttrip.go.kr/indvz/main.do?hmpgId=0201,매주 화요일,09:00-18:00,0,1,0,0,0,0,0,1,0,0
1385,국립진주박물관,2,154,35.18901371,128.076844,경상남도 진주시 남성동 169-17,055-740-0698,jinju.museum.go.kr/kor/,"매주 월요일, 공휴일","09:00-18:00, 입장마감 : 관람종료 30분전 까지",0,0,1,1,1,1,0,0,1,1
1386,국립천관산자연휴양림,5,197,34.54526659,126.899658,전라남도 장흥군 관산읍 농안리 산 72-1,061-867-6974,www.foresttrip.go.kr/indvz/main.do?hmpgId=0196,매주 화요일,일일개장 09:00-18:00,1,0,0,0,0,0,0,0,0,0
1387,국립청도숲체원,5,81,35.64928044,129.028217,경상북도 청도군 운문면 신원리 산 29-6,0507-1458-8506,fowicheongdo.modoo.at/,연중무휴,09:00-21:00,1,1,1,0,1,1,1,1,1,0
1388,국립청옥산자연휴양림,5,215,37.03868994,128.995849,경상북도 봉화군 석포면 대현리 산 13-64,054-672-1051,www.foresttrip.go.kr/indvz/main.do?hmpgId=0183,매주 화요일,일반 방문: 09시-18시,0,1,1,0,1,0,1,1,1,0
1389,국립청주박물관,2,52,36.64966894,127.512009,충청북도 청주시 상당구 명암동 87,043-229-6300,cheongju.museum.go.kr/www/index.do,"매주 월요일, 공휴일",오전 9시-오후 6시,1,0,1,1,1,1,1,0,1,1
1390,국립청태산자연휴양림,5,118,37.52907886,128.296864,강원도 횡성군 둔내면 삽교리 산 1-4,033-343-9707,www.foresttrip.go.kr/indvz/main.do?hmpgId=0106,매주 화요일,09시-18시,0,1,1,1,1,1,1,1,1,0
1391,국립체육박물관(2023년예정),2,201,37.5203397,127.115518,서울특별시 송파구 방이동 88,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1392,국립춘천박물관,2,116,37.86384113,127.752088,강원도 춘천시 석사동 95-3,033-260-1500,chuncheon.museum.go.kr/kor/index.do,"매주 월요일, 공휴일","09:00-18:00, 관람종료 30분 전까지 입장가능",1,0,1,1,1,1,0,1,1,1
1393,국립춘천숲체원,5,116,37.97855615,127.770746,강원도 춘천시 신북읍 발산리 산 32-1,0507-1314-9006,ccfowi.modoo.at/,연중무휴,10:00-17:00(16시까지 입장),1,0,1,1,1,1,0,1,1,1
1394,국립칠곡숲체원,5,62,36.06387274,128.466016,경상북도 칠곡군 석적읍 성곡리 산 73-13,054-977-8773,chilgok.fowi.or.kr/,정보없음,09:00-18:00,1,1,0,0,0,1,0,1,0,0
1395,국립칠보산자연휴양림,5,108,36.62364505,129.368177,경상북도 영덕군 병곡면 영리 산 214,054-732-1607,www.foresttrip.go.kr/indvz/main.do?hmpgId=0182,매주 화요일,매일 09:00-18:00 일일개장,1,0,0,0,1,1,0,1,0,0
1396,국립태권도박물관,2,80,36.00931149,127.778662,전라북도 무주군 설천면 청량리 1454,063-320-0114,museum.tkdwon.kr/%EB%A9%94%EC%9D%B8,매주 월요일,"하절기 (3월-10월) 화-금 : 10시-18시 / 주말,공휴일 10시-19시, 동절기 (11월-2월) 화-금 : 10시-17시 / 주말,공휴일 10시-18시",1,0,0,0,0,0,0,0,0,0
1397,국립태안해양유물전시관,2,93,36.67719658,126.151412,충청남도 태안군 근흥면 신진도리 10-7,041-419-7000,www.seamuse.go.kr/taean/main,매주 월요일,9:00∼18:00,1,0,1,1,1,1,1,1,1,1
1398,국립한국문학관(2024년예정),2,193,37.63533679,126.934877,서울특별시 은평구 진관동 산 106-17,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
1399,국립항공박물관,2,77,37.55686977,126.808872,서울특별시 강서구 공항동 1373-5,02-6940-3198,www.aviation.or.kr/,공휴일,10:00-18:00,1,0,1,1,1,1,1,1,1,1
1400,국립해양문화재연구소,2,85,34.79250238,126.421301,전라남도 목포시 용해동 8,061-270-2000,www.seamuse.go.kr/mokpo/main,매주 월요일,"관람시간 오전 9시-오후 6시, 입장시간 오전 9시-오후 5시",1,0,0,1,0,0,1,0,0,0
1401,국립해양박물관,2,100,35.07856342,129.080245,부산광역시 영도구 동삼동 1156,051-309-1900,www.mmk.or.kr/,"매주 월요일, 공휴일","평일(화-금요일) 09:00-18:00, 토요일 5-8월 09:00-21:00, 9-4월 09:00-19:00, 일,공휴일 09:00-19:00 (설,추석익일, 어린이날, 광복절 09:00-21:00)",0,1,1,1,1,1,1,1,1,1
